date,code,rank,brand,product,price,like,img_url,period_ym
20260329,7044096,11,고려은단,"""최고심 유리컵 증정"" 고려은단 메가도스 이뮨샷 최고심 에디션 (20개입)+유리컵 증정 / 멀티비타민 아미노산 아르기닌",37900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260323133311_2ccb6439736349e6a15ec40b4462cf7b.jpg,202603
20260329,12805409,12,옵티젠,"""간건강+스트레스 피로개선""옵티젠 바이탈 밀크씨슬&비타민(B,C,D,E)or리프레쉬 마그네슘&징코플러스 10입_",29900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316091305_4b0dd89969c44afcbd6cfae6aa2708da.jpg,202603
20260329,8254873,13,정관장,[정관장] 에브리타임 샷 (20ml x 30병) _ 대한민국 명품 홍삼정농축액 함유,88900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260105094425_72406ce9ef8b401888170de35dc0d5e4.jpg,202603
20260329,5551542,14,종근당건강,"""프리미엄 비타민"" 아임비타 멀티비타민 이뮨샷 1박스(5입)",12900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260212170043_4f105758100541bcafc246005dcfc8e7.jpg,202603
20260329,10263702,15,뉴트리원,"""1등 비타민"" [뉴트리원] 올인원 종합비타민 이뮨샷 2박스(14병/2주분) +쇼핑백&2병/ 멀티비타민&미네랄&명품비타민",32900,9737,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251114085709_5bd698f07dea4a8eac3a128fc110002b.jpg,202603
20260329,3252731,16,고려은단,"""고함량 비타민C"" 고려은단 메가도스C 3000 100포 / 분말비타민C",24900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250923120548_190dfc3e654b44c3a77698419e5f1162.jpg,202603
20260329,3812966,17,려원담,"[추천GIFT] ""활력과 기력이 필요한 당신"" 6년근 홍삼 활기담 홍삼 앰플 30병 (쇼핑백)_건강기능식품",50000,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260309085022_6ee4f6e13bf2453f9ac48c1eba70eac4.jpg,202603
20260329,8167919,18,오쏘몰,"""독일 오쏘몰 신제품"" 오쏘몰 바이탈 m/f 남성/여성 선택가능 14입 - 시그니처 기프트 에디션 (공식수입)",59800,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251027092452_af6b97f873cf48329e28ca25d0c4d8e5.jpg,202603
20260329,11495919,19,오쏘몰,"""독일 명품 비타민"" 오쏘몰 이뮨 멀티비타민&미네랄 21입 - 시그니처 기프트 에디션 (공식수입)",75000,9536,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250417134407_12e23d0c557e48c08a89986366e63791.jpg,202603
20260329,3947030,20,센트룸,[센트룸] Best 멀티비타민 6종 택1 (맨/우먼/칼슘+D/에너지B),27000,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251216163300_98b28719fd62466c955e338fb95b25de.jpg,202603
20260329,6292266,21,GNM자연의품격,"""30일팩"" [한판에 종합비타민+밀크씨슬+루테인+알티지오메가3] GNM 올인원 뉴트리션 멀티비타민 1박스",32900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316085535_31d249d1a82c43cbbfb9b04caa679daf.jpg,202603
20260329,9826560,22,동국제약,"""올인원비타민 2개월분"" 동국제약 마이핏V 멀티비타민 올인원 이뮨 60정(2개월분) + 쇼핑백",9900,30000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250612130430_69c1899ce3a349abb46599b263511d68.jpg,202603
20260329,10575746,23,옵티젠,"""한국인 맞춤 비타민"" 옵티젠 이뮨 멀티비타민&미네랄 / 옵티젠 리프레쉬 마그네슘&징코플러스/ 바이탈 밀크씨슬&비타민 (7입) 택1",22900,5568,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316091100_e991671d43504509b82e9006f3490224.jpg,202603
20260329,7948462,24,종근당,"""올인원 명품비타민"" 이뮨 멀티비타민 미네랄 7+2입 마시는 액상 종합 비타민 수험생 직장인 부모님 건강 선물",23800,30000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316095200_12825b61f01c455382da0957c15121a9.jpg,202603
20260329,5374831,25,정원삼,"""면역력 증진"" 정원삼 6년근 고려홍삼정 365스틱 30포",28900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250515235516_d15115b9c0be437fb1039486f2a305ef.jpg,202603
20260329,12763278,26,오쏘몰,[1+1] 오쏘몰 이뮨 멀티비타민&미네랄 7입 (소비기한 26년 5월 28일 이후),34900,1062,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260116112424_26697a48eb104169aa0615ff9a117ee2.jpg,202603
20260329,10903147,27,닥터블릿,"""올인원 명품비타민"" 이뮨비타민 올인원 멀티비타민&미네랄 프로 30병+쇼핑백증정",52900,3057,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260128103753_3825d84cf4284afea316faf85efd9adb.jpg,202603
20260329,10894352,28,덴프스,"""원조 한팩비타민"" 트루바이타민 1박스(1개월분) 고함량 비타민 부모님 수험생 직장인 선물 활력충전 프리미엄 멀티비타민",25000,4364,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251027135713_013b8cc041494a7e9e60bddb44f45957.jpg,202603
20260329,6371333,29,정관장,"[정관장] 활기력부스터 박스 (400mg x 20정 + 20ml x 20병,이중복합제형)",58500,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260223095433_f050371f3bc241d6a58c9821685a20c7.jpg,202603
20260329,7300546,30,원기담,"""당신을 위한 면역력"" 원기담 6년근 홍삼정 활력 20gx20병",29500,9345,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260219100232_d684d7a8c03f41659c3282bd12c60744.jpg,202603
20260329,6576216,31,종근당건강,아임비타 멀티비타민 이뮨샷 1박스(10입) / 비타민선물 응원선물 신년 새해 선물 직장동료선물,29900,60000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260324082536_321ee216b48a40c595d1dfb87966a046.jpg,202603
20260329,5347593,32,홀랜드앤바렛,"""건강선물 추천"" 영국에서 온 프리미엄 비타민 홀랜드앤바렛 영양제 3종 세트 (필케이스 증정)",33500,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260315191337_db1ef1f1e4524cc8acf8c98f5c820674.jpeg,202603
20260329,13180343,33,그레인온,[그레인온] 골드 카무트 브랜드밀 효소 30포x3박스(총90포) + 9포 추가증정,42900,636,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260326151008_5a5e515d93994f6c892abbdf31f49bc0.jpg,202603
20260329,5443650,34,GNM자연의품격,"""+본품2병 증정"" GNM 올인원 이뮨 액상 종합비타민 2박스 (총 14+2병) / 멀티비타민 이뮨비타민 부모님 직장인 선물",31900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316085740_4ca241b637e44838947922effb51826f.jpg,202603
20260329,999713,35,정관장,[정관장] 활기력 (20ml x 10병),29000,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082607_8bbbfe2e4a3641e3996324de4c0e3909.jpeg,202603
20260329,7228300,36,노티드(건강),"""귀여운 비타민젤리"" [사쉐 증정] 노티드 비타민 꾸미 (60구미) + 구미파우치 증정 / 멀티비타민 비타민C D 유산균",17900,30000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260317121530_e8f05389028442159890ba6d90910421.png,202603
20260329,7759046,37,덴프스,"""덴마크직수입 유산균"" 덴마크 유산균이야기 2개월분 부모님 수험생 직장인 선물 실온보관 유산균 100억 CFU 보장",30000,8889,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251027095712_89567de4e9614ee686a7954fd9998c13.jpg,202603
20260329,1299642,38,정관장,[정관장] 에브리타임 (10ml x 30포) _ 대한민국 명품 홍삼,107000,7424,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250911102608_c973ad48b2bb4d54a3a6e46a60a34a13.jpg,202603
20260329,11654769,39,려원담,"""면역력과 피로개선 필요한 당신"" 6년근 홍삼정 에버타임 홍삼 스틱 30포 (쇼핑백)_카쇼페",29800,7665,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260319141231_5f44a083473b4825ba922211e6d73356.jpg,202603
20260329,2103519,40,고려은단,고려은단 비타민C 1000 180정/이지+비타민D 180정(2종 택1),18000,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250718110024_7e4c58654f2e4d8e8302dc1d7fd8245f.jpg,202603
20260329,2374870,41,고려은단,"""대한민국 1등"" 고려은단 비타민C 1000 600정 (20개월분)",41900,3333,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250812085936_d6ebd37961034185bc0a70f2eebb5c37.jpg,202603
20260329,13180362,42,그레인온,[그레인온] 골드 카무트 브랜드밀효소G 3개월분+쇼핑백 증정,29900,262,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260319162056_972b254f3577476d8fc17e485c3778cf.jpg,202603
20260329,12114570,43,엔젯오리진,[새콤달콤 비타민젤리] 엔젯오리진 식물성 멀티비타민 미네랄 피치레몬맛 60구미 (1개월분),9800,3113,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260223110813_33f679bddf244db285d35765e951c7ba.jpg,202603
20260329,11190425,44,설혜담,"""22종 멀티비타민"" 춘식이 파워 이뮨 멀티비타민 & 미네랄 7입 / 생일 응원 가벼운선물 부모님 직장인 수험생 건강 선물",21900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251223175203_20e31d4e88d4418b85c603c0a5e0b1e3.jpg,202603
20260329,10656153,45,닥터브라이언,"""복숭아 비타민 젤리"" 맛있는 복숭아 비타민C&D 구미 기획전 (멀티비타민,비오틴,비타민D 등)",15900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260325154919_f34f9bd789ad40aaabab5baddd57b88d.jpg,202603
20260329,7596517,46,종근당,"""올인원 명품비타민"" 이뮨 종합 멀티비타민 14+2입 미네랄 이뮨비타민 수험생 직장인 부모님 건강 선물",43500,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316095303_2421febac85e474b910f5b22114074e0.jpg,202603
20260329,12786345,47,뉴트리원,"""활력 선물"" [뉴트리원] 프리미엄 알부민 골드 3박스 (7병/3주분) +전용 쇼핑백 증정 / 액상형 알부민, 선물추천",29900,3453,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260306134133_84ec081423234ec3b673e3c76da9fdec.jpg,202603
20260329,10650891,48,뉴트리포유,"""명품 비타민"" 뉴트리포유 듀얼+ 이뮨 종합 멀티비타민&미네랄 30입+2입 증정 - 선물하기 단독 기획팩",56900,4666,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251211155047_c17c881cd8e7477d88a209d01f789247.jpg,202603
20260329,11731899,49,고려은단,"""NEW"" 고려은단 멀티비타민 올인원 종합비타민 60정 (4종 택1)",20900,8097,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316144807_b25c73c0ec2b4d24a89004a09e48c0e4.jpg,202603
20260329,8475974,50,농협-한삼인,"[카쇼페] ""하루1병 건강관리"" 한삼인 홍삼진 굿데이앰플 20병+선물포장+쇼핑백+리뷰 스벅쿠폰/직장인 친구 지인 선물",30500,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251010093907_609302d47b7648ddb7713cad66b63341.jpg,202603
20260329,2119039,51,광동생활건강,"""건강기능식품 인증"" [광동]""선물 만족도 98% 비타500데일리스틱 2g*30포",9900,30000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260226111146_ce5a72c9c73741c29009b8b3658b7f67.jpg,202603
20260329,4925961,52,허벌랜드,"""캐나다명품비타민젤리"" 허벌랜드 5종(면역부스트/멀티비타민/고함량 비타민D/눈건강 루테인/고함량 비오틴)식물성구미비타민젤리 택1",15900,40000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316101106_c83454f88fd04e79a962260afb192d42.jpg,202603
20260329,7621131,53,정관장,[정관장] 에브리타임 샷 (20ml x 20병) _ 대한민국 명품 홍삼정농축액 함유,61800,8977,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250911102423_76562725fddb4dd3b783f7571bf3181e.jpg,202603
20260329,1300056,54,정관장,[정관장] 활기력 (20ml X 16병),46000,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082039_d53771c4b2b9472ba03b429566051d4a.jpg,202603
20260329,11320107,55,엔젯오리진,"""맛있는 비타민 젤리"" [벨리곰 PICK] 엔젯오리진 비타민 구미 모음전 택1(멀티/귤젤리/엘더베리/비타민B/비타민D/석류콜라겐구미)",11900,6763,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316080008_00b5d6e86cc9430db275e7acb37921d3.jpg,202603
20260329,10028799,56,센트룸,[센트룸] 맛있는 멀티비타민 미네랄 멀티구미 (40구미),15000,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250219135525_5f161bbcd57047e686e880573275c4c9.jpg,202603
20260329,1283024,57,GNM자연의품격,"""지금은 힘낼시간"" [4개월분] GNM 건강한 간 밀크씨슬 선물세트 1박스 / 실리마린 비타민B 부모님 직장인 수험생 선물",21900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316085442_a6e4fa638aa245a490d4903795be5311.jpg,202603
20260329,7228282,58,노티드(건강),"""맛있는 구미 비타민"" [돗자리 증정 EVENT/사쉐증정] 노티드 비타민 꾸미 선물세트 단독에디션(120구미) + 쇼핑백 증정 / 멀티비타민",29900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260310151616_85737755ff574bf489092c897282fae8.png,202603
20260329,11206058,59,뉴트리포유,"""명품 비타민"" 뉴트리포유 듀얼+ 이뮨 종합 멀티비타민&미네랄 10입+2입 증정 - 선물하기 단독 기획팩",29900,4354,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260219100916_0e803c7c9fd6461a8cd18894415a638e.jpg,202603
20260329,11090567,60,옵티젠,"""한국인 맞춤 비타민"" 옵티젠 이뮨 멀티비타민&미네랄 30입 / 1박스",74900,1691,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260220162204_ca3309c86a6248ce8efa303db238164a.jpg,202603
20260329,1302572,61,정관장,[정관장] 활기력 (20ml x 30병),82000,8742,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082926_97f1216ac7da41db8db3d21ce2023936.jpeg,202603
20260329,10244910,62,정관장(LuX),[정관장] 에브리타임 샷 코어 (20ml x 30병) _ 대한민국 명품 홍삼,135000,2481,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260115160932_4c06dcf6ee78496dac99a7264f76e66a.jpeg,202603
20260329,10848340,63,한끼통살,[한끼통살] 닭가슴살 순삭 10팩세트(소스통살5+닭가슴살볼5),17900,4655,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241128105752_bb00bdfb255b4aad91bbff59ec2c2cfd.jpg,202603
20260329,976953,64,고려은단,"""1등 비타민C"" 고려은단 비타민C 1000 300정 (10개월분)",30000,4871,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250812085838_d4d5f4f3458549b4a2210937f1e8792a.jpg,202603
20260329,9780954,65,오니스트,"""만족도100%"" [건강/부모님선물/생일추천] 오니스트 스페셜 기프트 에디션 / 트리플콜라겐 & 트리플샤인 중 택 1",36900,8620,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250314115737_e30180d94bfe493db9ebabcf96c3cad9.jpg,202603
20260329,7556791,66,익스트림,"[선물포장] ""에너지 활력선물"" [김종국 추천세트]익스트림 아르기닌정 (2개월분) & 마카800 (1.5개월분) + 선물포장",29900,20000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260324162532_370e7d39741646788b0264acc3d30249.jpg,202603
20260329,7267751,67,옵티젠,"""한국인 맞춤 비타민"" 옵티젠 이뮨 멀티비타민&미네랄/바이탈 밀크씨슬&비타민(B,C,D,E)/리프레쉬 마그네슘&징코플러스/10입x2박스 +패키지",50000,5677,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260107092422_8394ccc0313946ac90c48379efe9aed0.jpg,202603
20260329,12463457,68,홀베리,"""행운가득 건강선물"" 쌩쌩 레몬비타C 1박스 (100포) 고함량 비타민C 분말스틱",10900,5943,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251024132700_edcf5a5a2d36435fb29cf628c20f5afc.jpg,202603
20260329,8213408,69,오쏘몰,"""이뮨 1입 추가증정"" 오쏘몰 바이탈 m/f 남성/여성 선택가능 30+1입 기획팩 - 시그니처 기프트 에디션 (공식수입)",109000,4925,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260323084749_2cd64ff317c7401b98eee32e43099833.jpg,202603
20260329,2574618,70,엔젯오리진,"""맛있는 비타민젤리"" 엔젯오리진 맛있는 비타민 젤리 선물세트(귤젤리/엘더베리/비타민B/석류콜라겐(캔디류) 외)",21900,3117,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260323081147_1c84197d93c54a339498675d14f01db0.jpg,202603
20260329,4965835,71,아일로,"""선물하기 1등콜라겐"" 아일로 타입1 콜라겐 비오틴 앰플 28일분 오간자 에디션 (고급 패키징 + 쇼핑백 증정)",61900,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260324093948_722d27fd251f4761a62c7e57a4f27e18.jpg,202603
