date,code,rank,brand,product,price,like,img_url,url,period_ym
20260426,8254873,11,정관장,[정관장] 에브리타임 샷 (20ml x 30병) + [증정] 에브리타임 망고 플레이버 3포,69500,12000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260422112702_38a92ff77700438ea69fd64d51022130.jpg,https://gift.kakao.com/product/8254873,202604
20260426,7948462,12,종근당,올인원 명품비타민 이뮨 멀티비타민 미네랄 7+2입 마시는 액상 종합 비타민 수험생 직장인 부모님 가정의달 건강 선물,21400,32000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424133239_dad665c2e0b24b08ba20a53a425aeab0.jpg,https://gift.kakao.com/product/7948462,202604
20260426,7621131,13,정관장,[정관장] 에브리타임 샷 (20ml x 20병) _ 대한민국 명품 홍삼정농축액 함유,47900,9114,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250911102423_76562725fddb4dd3b783f7571bf3181e.jpg,https://gift.kakao.com/product/7621131,202604
20260426,999713,14,정관장,[정관장] 활기력 (20ml x 10병),29000,28000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082607_8bbbfe2e4a3641e3996324de4c0e3909.jpeg,https://gift.kakao.com/product/999713,202604
20260426,6371333,15,정관장,"[정관장] 활기력부스터 박스 (400mg x 20정 + 20ml x 20병,이중복합제형)",53500,13000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260223095433_f050371f3bc241d6a58c9821685a20c7.jpg,https://gift.kakao.com/product/6371333,202604
20260426,10903147,16,닥터블릿,"""올인원 명품비타민"" 이뮨비타민 올인원 멀티비타민&미네랄 프로 30병+쇼핑백증정",52900,3365,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260128103753_3825d84cf4284afea316faf85efd9adb.jpg,https://gift.kakao.com/product/10903147,202604
20260426,12805409,17,옵티젠,"""간건강+스트레스 피로개선""옵티젠 바이탈 밀크씨슬&비타민(B,C,D,E)or리프레쉬 마그네슘&징코플러스 10입+수지침&카네이션",29900,13000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260427090304_9f9ea1637d3f49d0a1dad08d7d8864f2.jpg,https://gift.kakao.com/product/12805409,202604
20260426,7044096,18,고려은단,고려은단 메가도스 이뮨샷 최고심 에디션 (20개입)+유리컵 증정 / 멀티비타민 아미노산 아르기닌,37900,22000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424105012_3786f64d9ceb4fe4b107e6b017dfab4e.jpg,https://gift.kakao.com/product/7044096,202604
20260426,3947030,19,센트룸,[가정의 달 패키지] 센트룸 Best 멀티비타민 6종 택1 (맨/우먼/칼슘+D/에너지B),27000,28000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424184038_69c1c53e63404ed794fd16e81c839597.jpg,https://gift.kakao.com/product/3947030,202604
20260426,11495919,20,오쏘몰,독일 명품 비타민 오쏘몰 이뮨 멀티비타민&미네랄 21입 - 가정의달 에디션 (공식수입),79000,9630,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424170517_63013740f2374ba5bff17ed44422c369.jpg,https://gift.kakao.com/product/11495919,202604
20260426,5551542,21,종근당건강,프리미엄 비타민 아임비타 멀티비타민 이뮨샷 1박스(5입),12900,28000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260212170043_4f105758100541bcafc246005dcfc8e7.jpg,https://gift.kakao.com/product/5551542,202604
20260426,8167919,22,오쏘몰,독일 오쏘몰 신제품 오쏘몰 바이탈 m/f 남성/여성 선택가능 14입 - 시그니처 기프트 에디션 (공식수입),59800,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251027092452_af6b97f873cf48329e28ca25d0c4d8e5.jpg,https://gift.kakao.com/product/8167919,202604
20260426,3252731,23,고려은단,고함량 비타민C 고려은단 메가도스C 3000 100포 / 분말비타민C,24900,14000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250923120548_190dfc3e654b44c3a77698419e5f1162.jpg,https://gift.kakao.com/product/3252731,202604
20260426,1299642,24,정관장,[정관장] 에브리타임 (10ml x 30포) _ 대한민국 명품 홍삼,96300,7538,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250911102608_c973ad48b2bb4d54a3a6e46a60a34a13.jpg,https://gift.kakao.com/product/1299642,202604
20260426,5374831,25,정원삼,"""면역력 증진"" 정원삼 6년근 고려홍삼정 365스틱 30포",28900,27000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250515235516_d15115b9c0be437fb1039486f2a305ef.jpg,https://gift.kakao.com/product/5374831,202604
20260426,10263702,26,뉴트리원,감사카드 증정 1등 비타민 [가정의 달 패키지] [뉴트리원] 올인원 종합비타민 이뮨샷 2박스 / 멀티비타민&미네랄&명품비타민,34800,9991,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424164618_55286d1495284c269acaf9834815d043.jpg,https://gift.kakao.com/product/10263702,202604
20260426,6576216,27,종근당건강,가정의 달 선물추천 아임비타 멀티비타민 이뮨샷 1박스(10입) + 카네이션 곰돌이 캔들 증정 / 비타민선물 응원선물 에너지 선물 직장동료선물,27900,65000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260423161458_17195d8ccf764eac8350f70ad2c29d0b.jpg,https://gift.kakao.com/product/6576216,202604
20260426,7300546,28,원기담,"""당신을 위한 면역력"" 원기담 6년근 홍삼정 활력 20gx20병",29500,9467,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260410091056_fc4e9fe448be4f8c9ea7975c9b8d8de8.jpg,https://gift.kakao.com/product/7300546,202604
20260426,6292266,29,GNM자연의품격,"""30+3일팩"" [한판에 종합비타민+밀크씨슬+루테인+알티지오메가3] GNM 올인원 뉴트리션 멀티비타민 1박스",35900,19000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260415085809_a214721831be4ce68e86b4d772e96971.jpg,https://gift.kakao.com/product/6292266,202604
20260426,5443650,30,GNM자연의품격,GNM 올인원 이뮨 액상 종합비타민 2박스 (총 14병) / 멀티비타민 이뮨비타민 부모님 직장인 선물,32900,26000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260427091629_990e819916d14635b7fb7e39a35829d3.jpg,https://gift.kakao.com/product/5443650,202604
20260426,13180343,31,그레인온,[그레인온] 골드 카무트 브랜드밀 효소 선물세트(3개월분)+파인애플키위효소 본품(1개월분) 증정,42900,3249,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260420134902_e46bd9ea69cd4a7596ce4be418671dc5.jpg,https://gift.kakao.com/product/13180343,202604
20260426,12114570,32,엔젯오리진,새콤달콤 비타민젤리 엔젯오리진 식물성 멀티비타민 미네랄 피치레몬맛 60구미 (1개월분),9900,3764,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260223110813_33f679bddf244db285d35765e951c7ba.jpg,https://gift.kakao.com/product/12114570,202604
20260426,10575746,33,옵티젠,한국인 맞춤 비타민 옵티젠 이뮨 멀티비타민&미네랄 / 옵티젠 리프레쉬 마그네슘&징코플러스/ 바이탈 밀크씨슬&비타민(7입) 택1 +수지침&카네이션,24000,5700,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260427091404_5a0b729ed0b542f2924f20a8bdf2c442.jpg,https://gift.kakao.com/product/10575746,202604
20260426,2103519,34,고려은단,고려은단 비타민C 1000 180정/이지+비타민D 180정(2종 택1),18000,22000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250718110024_7e4c58654f2e4d8e8302dc1d7fd8245f.jpg,https://gift.kakao.com/product/2103519,202604
20260426,3812966,35,려원담,"추천GIFT ""활력과 기력이 필요한 당신"" 6년근 홍삼 활기담 홍삼 앰플 30병 (쇼핑백)_건강기능식품 +감사카드 증정",45000,12000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424145323_d14f86e83f92428cbbfd101288bcec9d.jpg,https://gift.kakao.com/product/3812966,202604
20260426,10656153,36,닥터브라이언,"복숭아 비타민 젤리 맛있는 복숭아 비타민C&D 구미 기획전 (멀티비타민,비오틴,비타민D 등)",15900,13000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260325154919_f34f9bd789ad40aaabab5baddd57b88d.jpg,https://gift.kakao.com/product/10656153,202604
20260426,10650891,37,뉴트리포유,명품 비타민 뉴트리포유 듀얼+ 이뮨 종합 멀티비타민&미네랄 30입+2입 증정 - 선물하기 단독 기획팩,56900,4781,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251211155047_c17c881cd8e7477d88a209d01f789247.jpg,https://gift.kakao.com/product/10650891,202604
20260426,12052068,38,종근당,직장인 30일 습관 이뮨듀오 올인원 비타민 멀티팩 1박스/ 밀크씨슬+테아닌+멀티비타민 미네랄 간 건강 피로개선 피로회복+쇼핑백,35800,5119,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424134122_581ca7f2df5b4c8e985620d81e8c04fc.jpg,https://gift.kakao.com/product/12052068,202604
20260426,7228300,39,노티드(건강),귀여운 비타민젤리 노티드 비타민 꾸미 (60구미) + 구미파우치 증정 / 멀티비타민 비타민C D 유산균,17900,32000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260417080559_e63b613d107942ed9759b1697c89b88c.jpg,https://gift.kakao.com/product/7228300,202604
20260426,1302572,40,정관장,[정관장] 활기력 (20ml x 30병),82000,8817,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082926_97f1216ac7da41db8db3d21ce2023936.jpeg,https://gift.kakao.com/product/1302572,202604
20260426,10819188,41,종근당건강,비타민 선물 추천 아임비타 멀티비타민 이뮨샷 7입,16900,645,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260116164731_320887a96a9948a69c8cb3443b2950f2.jpg,https://gift.kakao.com/product/10819188,202604
20260426,2119039,42,광동생활건강,단독 벚꽃 에디션 [광동] (+립밤증정) 비타500데일리스틱 2g*30포,9900,33000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260327155008_3c7f1e20c4114f358c684f9662f83cd3.jpg,https://gift.kakao.com/product/2119039,202604
20260426,10028799,43,센트룸,[센트룸] 맛있는 멀티비타민 미네랄 멀티구미 (40구미),15000,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250219135525_5f161bbcd57047e686e880573275c4c9.jpg,https://gift.kakao.com/product/10028799,202604
20260426,5347593,44,홀랜드앤바렛,영국에서 온 프리미엄 비타민 홀랜드앤바렛 영양제 3종 세트 (에코백+감사카드+필케이스 증정),31900,27000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260423102451_50f9bff0422a4b4c8064fb6acdf9b0ac.png,https://gift.kakao.com/product/5347593,202604
20260426,7228282,45,노티드(건강),맛있는 구미 비타민 [바쿠백 증정] 노티드 비타민 꾸미 선물세트 단독에디션(120구미) + 가정의달 쇼핑백 증정 / 멀티비타민,29900,27000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260423143924_4d70d8466d144fc7ab240d9a69acbf90.jpg,https://gift.kakao.com/product/7228282,202604
20260426,7512381,46,설혜담,진세노 10mg [단독에디션] 춘식이가 응원해! 힘내라 홍삼정 6년근 홍삼스틱 30포 1박스/생일 축하 졸업 입학 응원 개업 선물,19500,21000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251223175003_e119259cae37479091f72fca8b1896a6.jpg,https://gift.kakao.com/product/7512381,202604
20260426,7596517,47,종근당,올인원 명품비타민 이뮨 종합 멀티비타민 14+2입 미네랄 이뮨비타민 수험생 직장인 부모님 가정의달 건강 선물,43200,15000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424133409_182dafefe4e04b8e81535568cf37bbcf.jpg,https://gift.kakao.com/product/7596517,202604
20260426,12030646,48,고려은단,고려은단 최고심 비타민C 쏠라C 젤리스틱 30포+유리컵 증정,27000,11000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424110439_a08aac7afa29461c87b69f6da8b2915e.png,https://gift.kakao.com/product/12030646,202604
20260426,7759046,49,덴프스,덴마크직수입 유산균 덴마크 유산균이야기 2개월분 부모님 수험생 직장인 선물 실온보관 유산균 100억 CFU 보장,30000,9374,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251027095712_89567de4e9614ee686a7954fd9998c13.jpg,https://gift.kakao.com/product/7759046,202604
20260426,10244910,50,정관장(LuX),[정관장] 에브리타임 샷 코어 (20ml x 30병) + [증정] 에브리타임 망고 플레이버 3포,114500,2520,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260422113229_b6bd887d463b45e19a66a39ac2066abc.jpg,https://gift.kakao.com/product/10244910,202604
20260426,10510690,51,종근당,단독/2입 추가증정 이뮨 멀티비타민 10+2입 마시는 액상 종합 비타민 수험생 직장인 부모님 가정의달 건강 선물,26900,6696,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424133710_d7ff174561dc4417b17d36e8ef416576.jpg,https://gift.kakao.com/product/10510690,202604
20260426,11190425,52,설혜담,22종 멀티비타민 춘식이 파워 이뮨 멀티비타민 & 미네랄 7입 / 생일 응원 가벼운선물 부모님 직장인 수험생 건강 선물,21900,22000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251223175203_20e31d4e88d4418b85c603c0a5e0b1e3.jpg,https://gift.kakao.com/product/11190425,202604
20260426,10894352,53,덴프스,원조 한팩비타민 트루바이타민 1박스(1개월분) 고함량 비타민 부모님 수험생 직장인 선물 활력충전 프리미엄 멀티비타민,25000,4643,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20251027135713_013b8cc041494a7e9e60bddb44f45957.jpg,https://gift.kakao.com/product/10894352,202604
20260426,11142213,54,데이팩,"건강선물 비타민선물 ""30일분"" [한팩 멀티 종합비타민+유산균+오메가3] 데이팩 올인원 멀티팩 영양제 1박스",38900,2302,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260121154703_8ff4c34d4f4042e8bd82fe1654e9439f.jpg,https://gift.kakao.com/product/11142213,202604
20260426,11731899,55,고려은단,NEW 고려은단 멀티비타민 올인원 종합비타민 60정 (4종 택1),20900,9501,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316144807_b25c73c0ec2b4d24a89004a09e48c0e4.jpg,https://gift.kakao.com/product/11731899,202604
20260426,7778404,56,닥터루템,이시형박사의 비타민 (14+2병)이뮨비타 액상 멀티비타민&미네랄 이뮨샷 1박스,30900,30000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260211133100_6917547b1e3e4e75a86ff3bbdd70d4a6.png,https://gift.kakao.com/product/7778404,202604
20260426,11654769,57,려원담,"""면역력과 피로개선 필요한 당신"" 6년근 홍삼정 에버타임 홍삼 스틱 30포 (쇼핑백)+감사카드+아메리카노 증정",29800,7702,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260424144536_d72b318a10de4faaa94ef8afc23b45d9.jpg,https://gift.kakao.com/product/11654769,202604
20260426,976953,58,고려은단,1등 비타민C 고려은단 비타민C 1000 300정 (10개월분),30000,5067,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250812085838_d4d5f4f3458549b4a2210937f1e8792a.jpg,https://gift.kakao.com/product/976953,202604
20260426,11320107,59,엔젯오리진,맛있는 비타민 젤리 [벨리곰 PICK] 엔젯오리진 비타민 구미 모음전 택1(멀티/귤젤리/엘더베리/비타민B/비타민D/석류콜라겐구미),12500,6955,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316080008_00b5d6e86cc9430db275e7acb37921d3.jpg,https://gift.kakao.com/product/11320107,202604
20260426,1300056,60,정관장,[정관장] 활기력 (20ml X 16병),46000,11000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250707082039_d53771c4b2b9472ba03b429566051d4a.jpg,https://gift.kakao.com/product/1300056,202604
20260426,1283024,61,GNM자연의품격,지금은 힘낼시간 [4개월분] GNM 건강한 간 밀크씨슬 선물세트 1박스 / 실리마린 비타민B 부모님 직장인 수험생 선물,20900,15000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260316085442_a6e4fa638aa245a490d4903795be5311.jpg,https://gift.kakao.com/product/1283024,202604
20260426,12036157,62,종근당,25가지 복합기능성 종근당 올인원 이뮨비타 멀티팩 1박스+쇼핑백/ 멀티비타민+밀크씨슬+루테인+알티지오메가3,30000,4628,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260408132310_9a835dbd14654fc1b520f12f65b4a603.jpg,https://gift.kakao.com/product/12036157,202604
20260426,10848340,63,한끼통살,[한끼통살] 닭가슴살 순삭 10팩세트(소스통살5+닭가슴살볼5),16900,5399,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20241128105752_bb00bdfb255b4aad91bbff59ec2c2cfd.jpg,https://gift.kakao.com/product/10848340,202604
20260426,2573146,64,고려은단,비타민C+D 고려은단 비타민C 1000 이지+비타민D 120정,12000,10000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20250512144404_1992df57faec473fbc05f63fd09ebf09.jpg,https://gift.kakao.com/product/2573146,202604
20260426,9973467,65,내츄럴플러스,내츄럴플러스 피로개선 액상 멀티비타민 이뮨샷 7병 2박스+이뮨2병+쇼핑백/ 밀크씨슬 액상 비타민,30000,14000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260317173115_9def450e2b79462c8fa72dfb600ebbfd.jpg,https://gift.kakao.com/product/9973467,202604
20260426,4965835,66,아일로,선물하기 1등콜라겐 아일로 타입1 콜라겐 비오틴 앰플 28일분 오간자 에디션 (고급 패키징 + 쇼핑백) + 효소 10포 추가 증정,61900,12000,https://img1.kakaocdn.net/thumb/C175x175@2x.fwebp.q82/?fname=https%3A%2F%2Fst.kakaocdn.net%2Fproduct%2Fgift%2Fproduct%2F20260408091835_a8eae9973bfe471cae4f316a3aab59a1.jpg,https://gift.kakao.com/product/4965835,202604
